"summary(model_cost)$coefficients[, 4]"
0.999999999999995
0.147249690934275
0.862448603250875
0.00722147621114304
0.044918041269448
0.0306433508434512
0.0118712052780962
0.836838647274845
0.427031445731148
0.0158560513411592
0.693225148187211
0.00168183337987181
0.750251796616466
0.337552805779711
0.491079432061039
0.0471575478822656
0.0596707936106345
0.0355551950121814
